date,pm25,pm10,o3,no2,so2,co,aqi
8/5/2017,81,0,0,0,0,0,81
8/6/2017,52,0,13,17,13,0,52
8/7/2017,51,0,19,12,15,0,51
8/8/2017,51,0,18,7,14,0,51
8/9/2017,53,0,0,0,0,0,53
8/10/2017,86,0,14,9,12,0,86
8/11/2017,77,0,19,9,13,0,77
8/12/2017,66,0,18,10,15,0,66
8/13/2017,78,0,18,10,15,0,78
8/14/2017,88,0,20,7,13,0,88
8/15/2017,57,0,19,8,14,0,57
8/16/2017,37,0,18,8,14,0,37
8/17/2017,50,0,18,8,13,0,50
8/18/2017,90,0,17,13,15,0,90
8/19/2017,114,0,0,0,0,0,114
8/20/2017,91,0,0,0,0,0,91
8/21/2017,71,0,16,2,15,0,71
8/22/2017,94,0,18,2,16,0,94
8/23/2017,130,0,498,3,15,0,498
8/24/2017,32,0,5,1,13,0,32
8/25/2017,41,0,0,0,14,0,41
8/26/2017,69,0,0,0,14,0,69
8/27/2017,66,0,0,0,14,0,66
8/28/2017,85,0,0,0,14,0,85
8/29/2017,37,0,0,0,14,0,37
8/30/2017,36,0,0,0,15,0,36
8/31/2017,112,0,0,0,15,0,112
9/1/2017,80,0,0,0,15,0,80
9/2/2017,59,0,0,0,14,0,59
9/3/2017,49,0,0,0,15,0,49
9/4/2017,96,0,0,0,15,0,96
9/5/2017,86,0,0,0,14,0,86
9/6/2017,61,0,0,0,0,0,61
9/8/2017,0,0,0,0,15,0,15
9/9/2017,0,0,0,0,13,0,13
9/11/2017,67,0,0,0,0,0,67
9/12/2017,135,0,0,0,0,0,135
9/13/2017,79,0,0,0,0,0,79
9/14/2017,80,0,0,0,0,0,80
9/15/2017,75,0,0,0,0,0,75
9/16/2017,64,0,0,0,0,0,64
9/17/2017,75,0,0,0,0,0,75
9/18/2017,119,0,0,0,13,0,119
9/19/2017,56,0,0,0,14,0,56
9/20/2017,47,0,0,0,13,0,47
9/21/2017,91,0,0,0,13,0,91
9/22/2017,108,0,0,0,0,0,108
9/23/2017,118,0,0,0,0,0,118
9/24/2017,133,0,0,0,13,0,133
9/25/2017,124,0,0,0,13,0,124
9/26/2017,45,0,0,0,13,0,45
9/27/2017,95,0,0,0,14,0,95
9/28/2017,105,0,0,0,14,0,105
9/29/2017,98,0,0,0,14,0,98
9/30/2017,92,0,0,0,13,0,92
10/1/2017,43,0,0,0,17,0,43
10/2/2017,78,0,0,0,13,0,78
10/3/2017,83,0,0,0,13,0,83
10/4/2017,73,0,0,0,13,0,73
10/5/2017,66,0,0,0,13,0,66
10/6/2017,86,0,0,0,13,0,86
10/7/2017,61,0,0,0,0,0,61
10/8/2017,64,0,0,0,0,0,64
10/9/2017,81,0,0,0,0,0,81
10/10/2017,58,0,0,0,13,0,58
10/11/2017,57,0,0,0,13,0,57
10/12/2017,85,0,0,0,13,0,85
10/13/2017,97,0,0,0,12,0,97
10/14/2017,88,0,0,0,14,0,88
10/15/2017,75,0,0,0,12,0,75
10/16/2017,57,0,0,0,12,0,57
10/17/2017,33,0,0,0,12,0,33
10/18/2017,42,0,0,0,13,0,42
10/19/2017,86,0,0,0,0,0,86
10/20/2017,115,0,0,0,0,0,115
10/21/2017,116,0,0,0,0,0,116
10/22/2017,118,0,0,0,14,0,118
10/23/2017,137,0,0,0,13,0,137
10/24/2017,147,0,0,0,14,0,147
10/25/2017,182,0,0,0,14,0,182
10/26/2017,195,0,0,0,13,0,195
10/27/2017,183,0,0,0,0,0,183
10/28/2017,186,0,0,0,0,0,186
10/29/2017,166,0,0,0,15,0,166
10/30/2017,150,0,0,0,13,0,150
10/31/2017,0,0,0,0,13,0,13
11/1/2017,0,0,0,0,13,0,13
11/2/2017,0,0,0,0,13,0,13
11/3/2017,0,0,0,0,14,0,14
11/4/2017,0,0,0,0,14,0,14
11/5/2017,0,0,0,0,13,0,13
11/6/2017,0,0,0,0,13,0,13
11/7/2017,0,0,0,0,13,0,13
11/8/2017,0,0,0,0,13,0,13
11/9/2017,0,0,0,0,13,0,13
11/10/2017,0,0,0,0,13,0,13
11/11/2017,0,0,0,0,13,0,13
11/12/2017,0,0,0,0,13,0,13
11/13/2017,148,0,0,0,13,0,148
11/14/2017,111,0,0,0,13,0,111
11/15/2017,102,0,0,0,16,0,102
11/16/2017,87,0,0,0,17,0,87
11/17/2017,69,0,0,0,15,0,69
11/18/2017,62,0,0,0,13,0,62
11/19/2017,62,0,0,0,13,0,62
11/20/2017,62,0,0,0,13,0,62
11/21/2017,98,0,0,0,13,0,98
11/22/2017,96,0,0,0,0,0,96
11/23/2017,86,0,0,0,13,0,86
11/24/2017,79,0,0,0,13,0,79
11/25/2017,79,0,0,0,13,0,79
11/26/2017,129,0,0,0,14,0,129
11/27/2017,171,0,0,0,13,0,171
11/28/2017,181,0,0,0,13,0,181
11/29/2017,193,0,0,0,13,0,193
11/30/2017,199,0,0,0,13,0,199
12/1/2017,122,0,0,0,13,0,122
12/2/2017,143,0,0,0,14,0,143
12/3/2017,181,0,0,0,13,0,181
12/4/2017,139,0,0,0,13,0,139
12/5/2017,106,0,0,0,13,0,106
12/6/2017,159,0,0,0,37,0,159
12/7/2017,180,0,0,0,36,0,180
12/8/2017,199,0,0,0,37,0,199
12/9/2017,0,0,0,0,36,0,36
12/10/2017,0,0,0,0,37,0,37
12/11/2017,0,0,0,0,35,0,35
12/12/2017,0,0,0,0,36,0,36
12/13/2017,0,0,0,0,35,0,35
12/14/2017,0,0,0,0,36,0,36
12/15/2017,0,0,0,0,36,0,36
12/16/2017,0,0,0,0,36,0,36
12/17/2017,0,0,0,0,38,0,38
12/18/2017,0,0,0,0,44,0,44
12/19/2017,130,0,0,0,46,0,130
12/20/2017,131,0,0,0,46,0,131
12/21/2017,151,0,0,0,52,0,151
12/22/2017,171,0,0,0,47,0,171
12/23/2017,187,0,0,0,40,0,187
12/24/2017,160,0,0,0,46,0,160
12/25/2017,175,0,0,0,47,0,175
12/26/2017,208,0,0,0,37,0,208
12/27/2017,171,0,0,0,37,0,171
12/28/2017,133,0,0,0,40,0,133
12/29/2017,177,0,0,0,37,0,177
12/30/2017,101,0,0,0,38,0,101
12/31/2017,130,0,0,0,43,0,130
1/1/2018,171,0,0,0,41,0,171
1/2/2018,207,0,0,0,39,0,207
1/3/2018,166,0,0,0,38,0,166
1/4/2018,161,0,0,0,37,0,161
1/5/2018,144,0,0,0,36,0,144
1/6/2018,118,0,0,0,36,0,118
1/7/2018,149,0,0,0,36,0,149
1/8/2018,0,0,0,0,36,0,36
1/9/2018,117,0,0,0,41,0,117
1/10/2018,113,0,0,0,44,0,113
1/11/2018,129,0,0,0,46,0,129
1/12/2018,142,0,0,0,49,0,142
1/13/2018,166,0,0,0,43,0,166
1/14/2018,181,0,0,0,42,0,181
1/15/2018,193,0,0,0,40,0,193
1/16/2018,165,0,0,0,41,0,165
1/17/2018,196,0,0,0,40,0,196
1/18/2018,165,0,0,0,44,0,165
1/19/2018,162,0,0,0,40,0,162
1/20/2018,157,0,0,0,38,0,157
1/21/2018,0,0,0,0,38,0,38
1/22/2018,151,0,0,0,37,0,151
1/23/2018,133,0,0,0,37,0,133
1/24/2018,121,0,0,0,37,0,121
1/25/2018,87,0,0,0,37,0,87
1/26/2018,79,0,0,0,38,0,79
1/27/2018,106,0,0,0,36,0,106
1/28/2018,0,0,0,0,37,0,37
1/29/2018,84,0,0,0,37,0,84
1/30/2018,141,0,0,0,37,0,141
1/31/2018,148,0,0,0,44,0,148
2/1/2018,154,0,0,0,44,0,154
2/2/2018,152,0,0,0,45,0,152
2/3/2018,131,0,0,0,49,0,131
2/4/2018,153,0,0,0,42,0,153
2/5/2018,151,0,0,0,38,0,151
2/6/2018,153,0,0,0,40,0,153
2/7/2018,153,0,0,0,36,0,153
2/8/2018,152,0,0,0,34,0,152
2/9/2018,178,0,0,0,24,0,178
2/10/2018,188,0,0,0,22,0,188
2/11/2018,0,0,0,0,22,0,22
2/12/2018,173,0,0,0,28,0,173
2/13/2018,190,0,0,0,24,0,190
2/14/2018,204,0,0,0,23,0,204
2/15/2018,186,0,0,0,23,0,186
2/16/2018,136,0,0,0,0,0,136
2/17/2018,126,0,0,0,0,0,126
2/18/2018,110,0,0,0,0,0,110
2/19/2018,104,0,0,0,0,0,104
2/20/2018,101,0,0,0,23,0,101
2/21/2018,86,0,0,0,23,0,86
2/22/2018,97,0,0,0,24,0,97
2/23/2018,84,0,0,0,0,0,84
2/24/2018,172,0,0,0,0,0,172
2/25/2018,143,0,0,0,26,0,143
2/26/2018,148,0,0,0,25,0,148
2/27/2018,143,0,0,0,24,0,143
2/28/2018,134,0,0,0,24,0,134
3/1/2018,110,0,0,0,24,0,110
3/2/2018,83,0,0,0,24,0,83
3/3/2018,103,0,0,0,24,0,103
3/4/2018,124,0,0,0,24,0,124
3/5/2018,103,0,0,0,24,0,103
3/6/2018,76,0,0,0,24,0,76
3/7/2018,87,0,0,0,25,0,87
3/8/2018,62,0,0,0,29,0,62
3/9/2018,93,0,0,0,29,0,93
3/10/2018,112,0,0,0,30,0,112
3/11/2018,144,0,0,0,26,0,144
3/12/2018,163,0,0,0,27,0,163
3/13/2018,165,0,0,0,27,0,165
3/14/2018,117,0,0,0,26,0,117
3/15/2018,113,0,0,0,28,0,113
3/16/2018,123,0,0,0,27,0,123
3/17/2018,137,0,0,0,26,0,137
3/18/2018,0,0,0,0,28,0,28
3/19/2018,131,0,0,0,31,0,131
3/20/2018,104,0,0,0,0,0,104
3/21/2018,118,0,0,0,0,0,118
3/22/2018,152,0,0,0,0,0,152
3/23/2018,153,0,0,0,0,0,153
3/24/2018,136,0,0,0,0,0,136
3/25/2018,130,0,0,0,0,0,130
3/26/2018,162,0,0,0,0,0,162
3/27/2018,133,0,0,0,0,0,133
3/28/2018,112,0,0,0,0,0,112
3/29/2018,98,0,0,0,30,0,98
3/30/2018,104,0,0,0,29,0,104
3/31/2018,116,0,0,0,29,0,116
4/1/2018,106,0,0,0,32,0,106
4/2/2018,105,0,0,0,30,0,105
4/3/2018,81,0,0,0,30,0,81
4/4/2018,88,0,0,0,30,0,88
4/5/2018,87,0,0,0,29,0,87
4/6/2018,68,0,0,0,31,0,68
4/7/2018,124,0,0,0,0,0,124
4/8/2018,167,0,0,0,0,0,167
4/9/2018,138,0,0,0,0,0,138
4/10/2018,122,0,0,0,0,0,122
4/11/2018,98,0,0,0,0,0,98
4/12/2018,94,0,0,0,0,0,94
4/13/2018,94,0,0,0,0,0,94
4/14/2018,83,0,0,0,0,0,83
4/15/2018,79,0,0,0,0,0,79
4/16/2018,112,0,0,0,0,0,112
4/17/2018,168,0,0,0,0,0,168
4/18/2018,160,0,0,0,32,0,160
4/19/2018,137,0,0,0,32,0,137
4/20/2018,97,0,0,0,0,0,97
4/21/2018,74,0,0,0,0,0,74
4/22/2018,83,0,0,0,0,0,83
4/23/2018,90,0,0,0,0,0,90
4/24/2018,118,0,0,0,0,0,118
4/25/2018,103,0,0,0,38,0,103
4/26/2018,109,0,0,0,0,0,109
4/27/2018,79,0,0,0,0,0,79
4/28/2018,108,0,0,0,0,0,108
4/29/2018,121,0,0,0,0,0,121
4/30/2018,70,0,0,0,0,0,70
5/1/2018,47,0,0,0,0,0,47
5/2/2018,59,0,0,0,0,0,59
5/3/2018,81,0,0,0,0,0,81
5/4/2018,72,0,0,0,0,0,72
5/5/2018,50,0,0,0,0,0,50
5/6/2018,50,0,0,0,0,0,50
5/7/2018,69,0,0,0,0,0,69
5/8/2018,84,0,0,0,0,0,84
5/9/2018,70,0,0,0,0,0,70
5/10/2018,55,0,0,0,0,0,55
5/11/2018,58,0,0,0,0,0,58
5/12/2018,75,0,0,0,0,0,75
5/13/2018,73,0,0,0,0,0,73
5/14/2018,79,0,0,0,0,0,79
5/15/2018,70,0,0,0,0,0,70
5/16/2018,77,0,0,0,28,0,77
5/17/2018,74,0,0,0,28,0,74
5/18/2018,60,0,0,0,28,0,60
5/19/2018,55,0,0,0,0,0,55
5/20/2018,59,0,0,0,0,0,59
5/21/2018,55,0,0,0,0,0,55
5/22/2018,60,0,0,0,0,0,60
5/23/2018,42,0,0,0,0,0,42
5/24/2018,54,0,0,0,0,0,54
5/25/2018,54,0,0,0,0,0,54
5/26/2018,64,0,0,0,0,0,64
5/27/2018,74,0,0,0,29,0,74
5/28/2018,64,0,0,0,29,0,64
5/29/2018,116,0,0,0,29,0,116
5/30/2018,70,0,0,0,29,0,70
5/31/2018,74,0,0,0,29,0,74
6/1/2018,73,0,0,0,29,0,73
6/2/2018,0,0,0,0,29,0,29
6/3/2018,0,0,0,0,29,0,29
6/4/2018,98,0,0,0,29,0,98
6/5/2018,35,0,0,0,30,0,35
6/6/2018,0,0,0,0,30,0,30
6/7/2018,128,0,0,0,31,0,128
6/8/2018,166,0,0,0,30,0,166
6/9/2018,147,0,0,0,30,0,147
6/10/2018,109,0,0,0,30,0,109
6/11/2018,51,0,0,0,30,0,51
6/12/2018,42,0,0,0,31,0,42
6/13/2018,59,0,0,0,30,0,59
6/14/2018,105,0,0,0,30,0,105
6/15/2018,68,0,0,0,30,0,68
6/16/2018,92,0,0,0,30,0,92
6/17/2018,0,0,0,0,31,0,31
6/18/2018,77,0,0,0,31,0,77
6/19/2018,73,0,0,0,31,0,73
6/20/2018,71,0,0,0,31,0,71
6/21/2018,74,0,0,0,0,0,74
6/22/2018,69,0,0,0,0,0,69
6/23/2018,57,0,0,0,0,0,57
6/24/2018,98,0,0,0,0,0,98
6/25/2018,57,0,0,0,0,0,57
6/26/2018,83,0,0,0,32,0,83
6/27/2018,86,0,0,0,0,0,86
6/28/2018,78,0,0,0,0,0,78
6/29/2018,67,0,0,0,0,0,67
6/30/2018,53,0,0,0,0,0,53
7/1/2018,46,0,0,0,0,0,46
7/2/2018,61,0,0,0,0,0,61
7/3/2018,11,0,0,0,0,0,11
7/4/2018,36,0,0,0,0,0,36
7/5/2018,55,0,0,0,0,0,55
7/6/2018,89,0,0,0,0,0,89
7/7/2018,95,0,0,0,0,0,95
7/8/2018,92,0,0,0,0,0,92
7/9/2018,72,0,0,0,0,0,72
7/10/2018,75,0,0,0,0,0,75
7/11/2018,76,0,0,0,0,0,76
7/16/2018,49,0,0,0,0,0,49
7/17/2018,72,0,0,0,0,0,72
7/18/2018,64,0,0,0,0,0,64
7/19/2018,63,0,0,0,0,0,63
7/20/2018,62,0,0,0,0,0,62
7/21/2018,38,0,0,0,0,0,38
7/22/2018,47,0,0,0,0,0,47
7/23/2018,85,0,0,0,0,0,85
7/24/2018,97,0,0,0,0,0,97
7/25/2018,64,0,0,0,0,0,64
7/26/2018,30,0,0,0,0,0,30
7/27/2018,64,0,0,0,0,0,64
7/28/2018,46,0,0,0,0,0,46
7/29/2018,57,0,0,0,0,0,57
7/30/2018,68,0,0,0,0,0,68
7/31/2018,107,0,0,0,0,0,107
8/1/2018,78,0,0,0,0,0,78
8/2/2018,61,0,0,0,0,0,61
8/3/2018,58,0,0,0,0,0,58
8/4/2018,97,0,0,0,0,0,97
8/5/2018,84,0,0,0,0,0,84
8/6/2018,80,0,0,0,0,0,80
8/7/2018,76,0,0,0,0,0,76
8/8/2018,88,0,0,0,0,0,88
8/9/2018,94,0,0,0,0,0,94
8/10/2018,107,0,0,0,0,0,107
8/11/2018,122,0,0,0,0,0,122
8/12/2018,69,0,0,0,0,0,69
8/13/2018,70,0,0,0,0,0,70
8/14/2018,87,0,0,0,0,0,87
8/15/2018,86,0,0,0,0,0,86
8/16/2018,68,0,0,0,0,0,68
8/17/2018,48,0,0,0,0,0,48
8/18/2018,79,0,0,0,0,0,79
8/19/2018,118,0,0,0,0,0,118
8/20/2018,106,0,0,0,0,0,106
8/21/2018,106,0,0,0,0,0,106
8/22/2018,121,0,0,0,0,0,121
8/23/2018,120,0,0,0,0,0,120
8/24/2018,98,0,0,0,0,0,98
8/25/2018,71,0,0,0,0,0,71
8/26/2018,106,0,0,0,0,0,106
8/27/2018,100,0,0,0,0,0,100
8/28/2018,52,0,0,0,0,0,52
8/29/2018,49,0,0,0,0,0,49
8/30/2018,53,0,0,0,0,0,53
8/31/2018,40,0,0,0,0,0,40
9/1/2018,61,0,0,0,0,0,61
9/2/2018,61,0,0,0,0,0,61
9/3/2018,37,0,0,0,0,0,37
9/4/2018,108,0,0,0,0,0,108
9/5/2018,94,0,0,0,0,0,94
9/6/2018,75,0,0,0,0,0,75
9/7/2018,63,0,0,0,0,0,63
9/8/2018,80,0,0,0,0,0,80
9/9/2018,115,0,0,0,0,0,115
9/10/2018,119,0,0,0,0,0,119
9/11/2018,123,0,0,0,0,0,123
9/12/2018,97,0,0,0,0,0,97
9/13/2018,127,0,0,0,0,0,127
9/14/2018,103,0,0,0,0,0,103
9/15/2018,80,0,0,0,0,0,80
9/16/2018,89,0,0,0,0,0,89
9/17/2018,80,0,0,0,0,0,80
9/18/2018,86,0,0,0,0,0,86
9/19/2018,62,0,0,0,0,0,62
9/20/2018,103,0,0,0,0,0,103
9/21/2018,78,0,0,0,0,0,78
9/22/2018,117,0,0,0,0,0,117
9/23/2018,129,0,0,0,0,0,129
9/24/2018,107,0,0,0,0,0,107
9/25/2018,77,0,0,0,0,0,77
9/26/2018,59,0,0,0,0,0,59
9/27/2018,61,0,0,0,0,0,61
9/28/2018,45,0,0,0,0,0,45
9/29/2018,67,0,0,0,0,0,67
9/30/2018,100,0,0,0,0,0,100
10/1/2018,125,0,0,0,0,0,125
10/2/2018,134,0,0,0,0,0,134
10/3/2018,146,0,0,0,0,0,146
10/4/2018,137,0,0,0,0,0,137
10/5/2018,145,0,0,0,0,0,145
10/6/2018,172,0,0,0,0,0,172
10/7/2018,159,0,0,0,0,0,159
10/8/2018,138,0,0,0,0,0,138
10/9/2018,125,0,0,0,0,0,125
10/10/2018,43,0,0,0,0,0,43
10/11/2018,110,0,0,0,0,0,110
10/12/2018,129,0,0,0,0,0,129
10/13/2018,163,0,0,0,0,0,163
10/14/2018,110,0,0,0,0,0,110
10/15/2018,68,0,0,0,0,0,68
10/16/2018,69,0,0,0,0,0,69
10/17/2018,49,0,0,0,0,0,49
10/18/2018,73,0,0,0,0,0,73
10/23/2018,42,0,0,0,0,0,42
10/24/2018,81,0,0,0,0,0,81
10/25/2018,80,0,0,0,0,0,80
10/26/2018,73,0,0,0,0,0,73
10/27/2018,64,0,0,0,0,0,64
10/28/2018,108,0,0,0,0,0,108
10/29/2018,113,0,0,0,0,0,113
10/30/2018,108,0,0,0,0,0,108
10/31/2018,97,0,0,0,0,0,97
11/1/2018,118,0,0,0,0,0,118
11/2/2018,138,0,0,0,0,0,138
11/3/2018,170,0,0,0,0,0,170
11/4/2018,164,0,0,0,0,0,164
11/5/2018,132,0,0,0,0,0,132
11/6/2018,111,0,0,0,0,0,111
11/7/2018,87,0,0,0,0,0,87
11/8/2018,83,0,0,0,0,0,83
11/9/2018,119,0,0,0,0,0,119
11/10/2018,154,0,0,0,0,0,154
11/11/2018,130,0,0,0,0,0,130
11/12/2018,91,0,0,0,0,0,91
11/13/2018,108,0,0,0,0,0,108
11/14/2018,95,0,0,0,0,0,95
11/15/2018,67,0,0,0,0,0,67
11/16/2018,62,0,0,0,0,0,62
11/17/2018,65,0,0,0,0,0,65
11/18/2018,75,0,0,0,0,0,75
11/19/2018,84,0,0,0,0,0,84
11/20/2018,128,0,0,0,0,0,128
11/21/2018,72,0,0,0,0,0,72
11/22/2018,76,0,0,0,0,0,76
11/23/2018,130,0,0,0,0,0,130
11/24/2018,192,0,0,0,0,0,192
11/25/2018,150,0,0,0,0,0,150
11/26/2018,154,0,0,0,0,0,154
11/27/2018,158,0,0,0,0,0,158
11/28/2018,174,0,0,0,0,0,174
11/29/2018,183,0,0,0,0,0,183
11/30/2018,147,0,0,0,0,0,147
12/1/2018,123,0,0,0,0,0,123
12/2/2018,68,0,0,0,0,0,68
12/3/2018,69,0,0,0,0,0,69
12/4/2018,69,0,0,0,0,0,69
12/5/2018,75,0,0,0,0,0,75
12/6/2018,73,0,0,0,0,0,73
12/7/2018,98,0,0,0,0,0,98
12/8/2018,51,0,0,0,0,0,51
12/9/2018,39,0,0,0,0,0,39
12/10/2018,66,0,0,0,0,0,66
12/11/2018,54,0,0,0,0,0,54
12/12/2018,59,0,0,0,0,0,59
12/13/2018,58,0,0,0,0,0,58
12/14/2018,81,0,0,0,0,0,81
12/15/2018,110,0,0,0,0,0,110
12/16/2018,81,0,0,0,0,0,81
12/17/2018,115,0,0,0,0,0,115
12/18/2018,168,0,0,0,0,0,168
12/19/2018,149,0,0,0,0,0,149
12/20/2018,142,0,0,0,0,0,142
12/21/2018,135,0,0,0,0,0,135
12/22/2018,100,0,0,0,0,0,100
12/23/2018,119,0,0,0,0,0,119
12/24/2018,131,0,0,0,0,0,131
12/25/2018,98,0,0,0,0,0,98
12/26/2018,96,0,0,0,0,0,96
12/27/2018,118,0,0,0,0,0,118
12/28/2018,97,0,0,0,0,0,97
12/29/2018,57,0,0,0,0,0,57
12/30/2018,31,0,0,0,0,0,31
1/1/2019,93,0,0,0,0,0,93
1/2/2019,104,0,0,0,0,0,104
1/3/2019,98,0,0,0,0,0,98
1/4/2019,132,0,0,0,0,0,132
1/5/2019,128,0,0,0,0,0,128
1/6/2019,76,0,0,0,0,0,76
1/7/2019,148,0,0,0,0,0,148
1/8/2019,78,0,0,0,0,0,78
1/9/2019,25,0,0,0,0,0,25
1/10/2019,80,0,0,0,0,0,80
1/11/2019,143,0,0,0,0,0,143
1/12/2019,139,0,0,0,0,0,139
1/13/2019,84,0,0,0,0,0,84
1/14/2019,111,0,0,0,0,0,111
1/15/2019,80,0,0,0,0,0,80
1/16/2019,35,0,0,0,0,0,35
1/17/2019,64,0,0,0,0,0,64
1/18/2019,140,0,0,0,0,0,140
1/19/2019,174,0,0,0,0,0,174
1/20/2019,171,0,0,0,0,0,171
1/21/2019,54,0,0,0,0,0,54
1/22/2019,108,0,0,0,0,0,108
1/23/2019,167,0,0,0,0,0,167
1/24/2019,160,0,0,0,0,0,160
1/25/2019,189,0,0,0,0,0,189
1/26/2019,164,0,0,0,0,0,164
1/27/2019,160,0,0,0,0,0,160
1/28/2019,119,0,0,0,0,0,119
1/29/2019,115,0,0,0,0,0,115
1/30/2019,75,0,0,0,0,0,75
1/31/2019,102,0,0,0,0,0,102
2/1/2019,124,0,0,0,0,0,124
2/2/2019,142,0,0,0,0,0,142
2/3/2019,122,0,0,0,0,0,122
2/4/2019,99,0,0,0,0,0,99
2/5/2019,95,0,0,0,0,0,95
2/6/2019,62,0,0,0,0,0,62
2/7/2019,84,0,0,0,0,0,84
2/8/2019,94,0,0,0,0,0,94
2/9/2019,98,0,0,0,0,0,98
2/10/2019,73,0,0,0,0,0,73
2/11/2019,132,0,0,0,0,0,132
2/12/2019,141,0,0,0,0,0,141
2/13/2019,91,0,0,0,0,0,91
2/14/2019,68,0,0,0,0,0,68
2/15/2019,72,0,0,0,0,0,72
2/16/2019,74,0,0,0,0,0,74
2/17/2019,65,0,0,0,0,0,65
2/18/2019,95,0,0,0,0,0,95
2/19/2019,103,0,0,0,0,0,103
2/20/2019,83,0,0,0,0,0,83
2/21/2019,83,0,0,0,0,0,83
2/22/2019,108,0,0,0,0,0,108
2/23/2019,91,0,0,0,0,0,91
2/24/2019,68,0,0,0,0,0,68
2/25/2019,78,0,0,0,0,0,78
2/26/2019,137,0,0,0,0,0,137
2/27/2019,130,0,0,0,0,0,130
2/28/2019,147,0,0,0,0,0,147
3/1/2019,95,0,0,0,0,0,95
3/2/2019,88,0,0,0,0,0,88
3/3/2019,90,0,0,0,0,0,90
3/4/2019,100,0,0,0,0,0,100
3/5/2019,93,0,0,0,0,0,93
3/6/2019,78,0,0,0,0,0,78
3/7/2019,81,0,0,0,0,0,81
3/8/2019,95,0,0,0,0,0,95
3/9/2019,110,0,0,0,0,0,110
3/10/2019,69,0,0,0,0,0,69
3/11/2019,163,0,0,0,0,0,163
3/12/2019,169,0,0,0,0,0,169
3/13/2019,156,0,0,0,0,0,156
3/14/2019,176,0,0,0,0,0,176
3/15/2019,115,0,0,0,0,0,115
3/16/2019,123,0,0,0,0,0,123
3/17/2019,65,0,0,0,0,0,65
3/18/2019,75,0,0,0,0,0,75
3/19/2019,126,0,0,0,0,0,126
3/20/2019,127,0,0,0,0,0,127
3/21/2019,111,0,0,0,0,0,111
3/22/2019,113,0,0,0,0,0,113
3/23/2019,100,0,0,0,0,0,100
3/24/2019,106,0,0,0,0,0,106
3/25/2019,100,0,0,0,0,0,100
3/26/2019,171,0,0,0,0,0,171
3/27/2019,152,0,0,0,0,0,152
3/28/2019,126,0,0,0,0,0,126
3/29/2019,91,0,0,0,0,0,91
3/30/2019,101,0,0,0,0,0,101
3/31/2019,118,0,0,0,0,0,118
4/1/2019,86,0,0,0,0,0,86
4/2/2019,134,0,0,0,0,0,134
4/3/2019,109,0,0,0,0,0,109
4/4/2019,13,0,0,0,0,0,13
4/5/2019,14,0,0,0,0,0,14
4/6/2019,15,0,0,0,0,0,15
4/7/2019,10,0,0,0,0,0,10
4/8/2019,77,0,0,0,0,0,77
4/9/2019,107,0,0,0,0,0,107
4/10/2019,90,0,0,0,0,0,90
4/11/2019,91,0,0,0,0,0,91
4/12/2019,86,0,0,0,0,0,86
4/13/2019,71,0,0,0,0,0,71
4/14/2019,64,0,0,0,0,0,64
4/15/2019,78,0,0,0,0,0,78
4/16/2019,75,0,0,0,0,0,75
4/17/2019,123,0,0,0,0,0,123
4/18/2019,112,0,0,0,0,0,112
4/19/2019,132,0,0,0,0,0,132
4/20/2019,138,0,0,0,0,0,138
4/21/2019,106,0,0,0,0,0,106
4/22/2019,113,0,0,0,0,0,113
4/23/2019,93,0,0,0,0,0,93
4/24/2019,100,0,0,0,0,0,100
4/25/2019,92,0,0,0,0,0,92
4/26/2019,68,0,0,0,0,0,68
4/27/2019,62,0,0,0,0,0,62
4/28/2019,71,0,0,0,0,0,71
4/29/2019,91,0,0,0,0,0,91
4/30/2019,111,0,0,0,0,0,111
5/3/2019,0,0,5,8,0,0,8
5/4/2019,0,0,6,8,0,0,8
5/5/2019,0,0,28,10,0,0,28
5/6/2019,0,0,9,9,13,0,13
5/7/2019,0,0,22,6,13,0,22
5/8/2019,0,0,10,6,0,0,10
5/9/2019,0,0,2,7,0,0,7
5/10/2019,0,0,10,9,0,0,10
5/11/2019,0,0,0,8,0,0,8
5/12/2019,0,0,0,7,0,0,7
5/13/2019,0,0,0,7,0,0,7
5/14/2019,0,0,0,8,0,0,8
5/15/2019,0,0,0,10,0,0,10
5/16/2019,0,0,0,10,0,0,10
5/17/2019,0,0,0,11,0,0,11
5/18/2019,0,0,0,11,0,0,11
5/19/2019,0,0,0,8,0,0,8
5/20/2019,0,0,0,8,0,0,8
5/21/2019,0,0,0,6,0,0,6
5/22/2019,0,0,0,0,0,0,0
5/23/2019,0,0,0,0,0,0,0
5/24/2019,0,0,0,0,0,0,0
5/25/2019,0,0,0,0,0,0,0
5/26/2019,0,0,0,0,0,0,0
5/27/2019,0,0,0,0,0,0,0
5/28/2019,0,0,0,0,0,0,0
5/29/2019,0,0,0,0,0,0,0
5/30/2019,0,0,0,0,0,0,0
5/31/2019,0,0,0,0,0,0,0
6/1/2019,0,0,0,0,0,0,0
6/2/2019,0,0,0,0,0,0,0
6/3/2019,0,0,0,0,0,0,0
6/4/2019,0,0,0,0,15,0,15
6/5/2019,0,0,0,0,15,0,15
6/6/2019,0,0,0,0,15,0,15
6/7/2019,0,0,0,0,15,0,15
6/8/2019,0,0,0,0,18,0,18
6/9/2019,0,0,0,0,18,0,18
6/10/2019,0,0,0,0,23,0,23
6/11/2019,0,0,0,0,23,0,23
6/12/2019,0,0,0,0,23,0,23
6/13/2019,0,0,0,0,19,0,19
